PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Bar,0.23958462,0.4,-1.8088651
p1,1,Radar,0.45304844,0.4,-2.4896584
p1,2,Bar,0.5985249,0.65,-2.5024638
p1,3,Bar,0.4270589,0.45,-2.7569053
p1,4,Radar,0.43634385,0.5,-2.406169
p1,5,Bar,0.43139324,0.5,-2.3687987
p1,6,Bar,0.3638634,0.45,-2.2437515
p1,7,Radar,0.3580975,0.33,-2.7074776
p1,8,Bar,0.56581104,0.65,-2.2571216
p1,9,Alluvial,0.7047709,0.5,-1.6004639
