PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Alluvial,0.29673102,0.5,-1.6070497
p1,1,Radar,0.7535753,0.75,-2.9593143
p1,2,Radar,0.34595397,0.3,-2.5483203
p1,3,Alluvial,0.37921512,0.04,-1.1071346
p1,4,Bar,0.22744486,0.25,-2.760674
p1,5,Alluvial,0.43371105,0.2,-1.4791058
p1,6,Bar,0.30096287,0.3,-2.9889297
p1,7,Radar,0.19940953,0.2,-2.9932013
p1,8,Radar,0.8078147,0.9,-2.203002
p1,9,Radar,0.7282208,0.7,-2.7063155
