PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Bar,0.60886705,0.73,-2.0224903
p1,1,Radar,0.7201718,0.8,-2.2875137
p1,2,Alluvial,0.42902574,0.35,-2.293177
p1,3,Radar,0.18007982,0.2,-2.7866695
p1,4,Radar,0.5893381,0.45,-1.9195436
p1,5,Alluvial,0.6932315,0.6,-2.1960688
p1,6,Radar,0.5764961,0.45,-1.9913919
p1,7,Radar,0.5721506,0.4,-1.7507339
p1,8,Bar,0.55097795,0.6,-2.5226576
p1,9,Bar,0.66604835,0.7,-2.6533403
