PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Radar,0.6237446,0.6,-2.749091
p1,1,Alluvial,0.78231025,0.25,-0.6053536
p1,2,Radar,0.39397544,0.6,-1.5949897
p1,3,Radar,0.5243417,0.7,-1.7338034
p1,4,Alluvial,0.43433902,0.7,-1.3560109
p1,5,Bar,0.32681355,0.6,-1.3284838
p1,6,Radar,0.4228156,0.5,-2.3062563
p1,7,Alluvial,0.22524899,0.25,-2.7393622
p1,8,Radar,0.35959715,0.5,-1.9137442
p1,9,Alluvial,0.76360834,0.5,-1.3636112
