PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Radar,0.12921354,0.12,-2.897398
p1,1,Alluvial,0.90483797,0.9,-2.9452157
p1,2,Bar,0.75147736,0.71,-2.586602
p1,3,Bar,0.7883849,0.8,-2.8718112
p1,4,Radar,0.7326805,0.43,-1.2253947
p1,5,Radar,0.7275802,0.6,-1.9851868
p1,6,Bar,0.32200724,0.35,-2.7084649
p1,7,Bar,0.65408415,0.66,-2.9332879
p1,8,Radar,0.7949855,0.7,-2.1845198
p1,9,Bar,0.43731526,0.45,-2.8605595
